hospital_id,KName,lon,lat,Str,PLZ,Ort,Bundesland,Adresse,KV,x_center_m,y_center_m,cell_size_m,autobahn_length_in_cell_km_1939,autobahn_segments_hitting_cell_1939,x_min,x_max,y_min,y_max
K000000460,Johanniter GmbH - Johanniter Krankenhaus Bonn,7.1324,50.7128,Johanniterstr. 3-5,53113,Bonn,Nordrhein-Westfalen,"Johanniter GmbH - Johanniter Krankenhaus Bonn, Johanniterstr. 3-5, 53113 Bonn",Nordrhein,4118512.833725259,3070759.760939176,30000,27.847173347849647,3,4103512.833725259,4133512.833725259,3055759.760939176,3085759.760939176
K000000461,Johanniter GmbH - Waldkrankenhaus Bonn,7.1271,50.6825,Waldstr. 73,53177,Bonn,Nordrhein-Westfalen,"Johanniter GmbH - Waldkrankenhaus Bonn, Waldstr. 73, 53177 Bonn",Nordrhein,4118007.553099176,3067406.0809125076,30000,23.50081362357531,2,4103007.553099176,4133007.553099176,3052406.0809125076,3082406.0809125076
K000000462,MediClin Robert Janker Klinik,7.1118,50.7043,Villenstr. 8,53129,Bonn,Nordrhein-Westfalen,"MediClin Robert Janker Klinik, Villenstraße 8, 53129 Bonn",Nordrhein,4117022.070233307,3069872.028940753,30000,24.51635362683177,3,4102022.070233307,4132022.070233307,3054872.028940753,3084872.028940753
K000000463,LVR-Klinik Bonn,7.0911,50.745,Kaiser-Karl-Ring 20,53111,Bonn,Nordrhein-Westfalen,"LVR-Klinik Bonn, Kaiser-Karl-Ring 20, 53111 Bonn",Nordrhein,4115739.595290036,3074454.351674303,30000,27.792127530010575,3,4100739.595290036,4130739.595290036,3059454.351674303,3089454.351674303
K000000464,Universitätsklinikum Köln,6.9169,50.9235,Kerpener Str. 62,50937,Köln,Nordrhein-Westfalen,"Universitätsklinikum Köln, Kerpener Straße 62, 50937 Köln",Nordrhein,4104286.6987633174,3094799.403059793,30000,27.006129750151825,3,4089286.6987633174,4119286.6987633174,3079799.403059793,3109799.403059793
K000000465,Kliniken der Stadt Köln gGmbH - Krankenhaus Holweide,7.0573,50.9681,Neufelder Str. 32,51067,Köln,Nordrhein-Westfalen,"Kliniken der Stadt Köln gGmbH - Krankenhaus Holweide, Neufelder Straße 32, 51067 Köln",Nordrhein,4114347.6495300685,3099351.1130447574,30000,49.86586621363339,4,4099347.6495300685,4129347.6495300685,3084351.1130447574,3114351.1130447574
K000000466,Eduardus-Krankenhaus gGmbH,6.9803,50.9327,Custodisstr. 3-17,50679,Köln,Nordrhein-Westfalen,"Eduardus-Krankenhaus gGmbH, Custodisstr. 3-17, 50679 Köln",Nordrhein,4108782.1723949634,3095636.237345011,30000,35.98575022174252,3,4093782.1723949634,4123782.1723949634,3080636.237345011,3110636.237345011
K000000467,St. Agatha Krankenhaus Köln,6.9611,50.9872,Feldgärtenstr. 97,50735,Köln,Nordrhein-Westfalen,"St. Agatha Krankenhaus Köln, Feldgärtenstraße 97, 50735 Köln",Nordrhein,4107684.157311371,3101750.6017114497,30000,48.6346552466587,4,4092684.157311371,4122684.157311371,3086750.6017114497,3116750.6017114497
K000000468,Heilig Geist-Krankenhaus,6.9236,50.9922,Graseggerstr. 105,50737,Köln,Nordrhein-Westfalen,"Heilig Geist-Krankenhaus, Graseggerstr. 105, 50737 Köln",Nordrhein,4105076.8871972645,3102416.465977229,30000,40.866906060334,3,4090076.8871972645,4120076.8871972645,3087416.465977229,3117416.465977229
K000000469,Krankenhaus der Augustinerinnen,6.9557,50.9248,Jakobstr. 27-31,50678,Köln,Nordrhein-Westfalen,"Krankenhaus der Augustinerinnen, Jakobstr. 27-31, 50678 Köln",Nordrhein,4107018.1327523207,3094829.6982278437,30000,30.24983517565785,3,4092018.1327523207,4122018.1327523207,3079829.6982278437,3109829.6982278437
K000000470,St. Marien-Hospital,6.9623,50.9473,Kunibertskloster 11-13,50668,Köln,Nordrhein-Westfalen,"St. Marien-Hospital, Kunibertskloster 11-13, 50668 Köln",Nordrhein,4107585.0543620717,3097311.6127844714,30000,39.056763361760694,4,4092585.0543620717,4122585.0543620717,3082311.6127844714,3112311.6127844714
K000000471,St. Vinzenz-Hospital,6.9469,50.9669,Merheimer Str. 221-223,50733,Köln,Nordrhein-Westfalen,"St. Vinzenz-Hospital, Merheimer Str. 221-223, 50733 Köln",Nordrhein,4106594.3228533766,3099535.472856704,30000,42.164228440164734,4,4091594.3228533766,4121594.3228533766,3084535.472856704,3114535.472856704
K000000472,"St. Antonius Krankenhaus, Köln, gGmbH",6.9665,50.91,Schillerstr. 23,50968,Köln,Nordrhein-Westfalen,"St. Antonius Krankenhaus, Köln, gGmbH, Schillerstrasse 23, 50968 Köln",Nordrhein,4107708.9008693057,3093152.9340224946,30000,25.433384728930623,3,4092708.9008693057,4122708.9008693057,3078152.9340224946,3108152.9340224946
K000000473,St. Franziskus-Hospital,6.9175,50.954,Schönsteinstr. 63,50825,Köln Ehrenfeld,Nordrhein-Westfalen,"St. Franziskus-Hospital, Schönsteinstr. 63, 50825 Köln Ehrenfeld",Nordrhein,4104470.968915581,3098188.0693920697,30000,34.8618577231389,3,4089470.968915581,4119470.968915581,3083188.0693920697,3113188.0693920697
K000000474,St. Elisabeth-Krankenhaus GmbH,6.8974,50.9235,Werthmannstr. 1,50935,Köln,Nordrhein-Westfalen,"St. Elisabeth-Krankenhaus GmbH, Werthmannstr. 1, 50935 Köln",Nordrhein,4102916.974801513,3094857.352247542,30000,25.536095964777676,3,4087916.974801513,4117916.974801513,3079857.352247542,3109857.352247542
K000000475,Evangelisches Krankenhaus Kalk gGmbH,7.0092,50.9412,Buchforststr. 2,51103,Köln,Nordrhein-Westfalen,"Evangelisches Krankenhaus Kalk gGmbH, Buchforststr. 2, 51103 Köln",Nordrhein,4110850.318641226,3096497.7175719514,30000,46.89888317768659,4,4095850.318641226,4125850.318641226,3081497.7175719514,3111497.7175719514
K000000476,Evangelisches Klinikum Köln Weyertal GmbH,6.925,50.9278,Weyertal 76,50931,Köln,Nordrhein-Westfalen,"Evangelisches Klinikum Köln Weyertal GmbH, Weyertal 76, 50931 Köln",Nordrhein,4104875.6519639017,3095253.4365364136,30000,28.92717702779005,3,4089875.6519639017,4119875.6519639017,3080253.4365364136,3110253.4365364136
K000000477,Krankenhaus Porz am Rhein gGmbH,7.0508,50.8927,Urbacher Weg 19,51149,Köln,Nordrhein-Westfalen,"Krankenhaus Porz am Rhein gGmbH, Urbacher Weg 19, 51149 Köln",Nordrhein,4113555.3368633036,3090987.365524973,30000,37.83280055684979,3,4098555.3368633036,4128555.3368633036,3075987.365524973,3105987.365524973
K000000478,LVR-Klinik Köln,7.0523,50.9337,Wilhelm-Griesinger Str. 23,51109,Köln,Nordrhein-Westfalen,"LVR-Klinik Köln, Wilhelm-Griesinger Str. 23, 51109 Köln",Nordrhein,4113843.431225117,3095541.022640963,30000,44.039529806595176,4,4098843.431225117,4128843.431225117,3080541.022640963,3110541.022640963
K000000479,Alexianer Krankenhaus Köln,7.0429,50.8972,Kölner Str. 64,51149,Köln,Nordrhein-Westfalen,"Alexianer Krankenhaus Köln, Kölner Str. 64, 51149 Köln",Nordrhein,4113020.112021633,3091510.0489399973,30000,37.78412958212165,3,4098020.112021633,4128020.112021633,3076510.0489399973,3106510.0489399973
K000000480,Klinikum Leverkusen gGmbH,7.0332,51.0324,Am Gesundheitspark 11,51375,Leverkusen,Nordrhein-Westfalen,"Klinikum Leverkusen gGmbH, Am Gesundheitspark 11, 51375 Leverkusen",Nordrhein,4112944.855919508,3106567.6887699524,30000,58.505222544168404,4,4097944.855919508,4127944.855919508,3091567.6887699524,3121567.6887699524
K000000481,St. Remigius Krankenhaus Opladen,7.0049,51.068,An St. Remigius 26,51379,Leverkusen,Nordrhein-Westfalen,"St. Remigius Krankenhaus Opladen, An St. Remigius 26, 51379 Leverkusen",Nordrhein,4111122.89218199,3110606.2174817654,30000,51.7815474404706,4,4096122.89218199,4126122.89218199,3095606.2174817654,3125606.2174817654
K000000482,St.-Antonius-Hospital gGmbh,6.264,50.8183,Dechant-Deckers-Str. 8,52249,Eschweiler,Nordrhein-Westfalen,"St.-Antonius-Hospital gGmbh, Dechant-Deckers-Str. 8, 52249 Eschweiler",Nordrhein,4057842.2354752976,3085248.2290196246,30000,14.711761051773736,1,4042842.2354752976,4072842.2354752976,3070248.2290196246,3100248.2290196246
K000000483,Eifelklinik St. Brigida GmbH & Co. KG,6.3018,50.6046,Kammerbruchstr. 8,52152,Simmerath,Nordrhein-Westfalen,"Eifelklinik St. Brigida GmbH & Co. KG, Kammerbruchstraße 8, 52152 Simmerath",Nordrhein,4059310.4640837247,3061366.583417907,30000,0.0,0,4044310.4640837247,4074310.4640837247,3046366.583417907,3076366.583417907
K000000484,Bethlehem Gesundheitszentrum Stolberg,6.2293,50.7727,Steinfeldstr. 5,52222,Stolberg (Rheinl.),Nordrhein-Westfalen,"Bethlehem Gesundheitszentrum Stolberg, Steinfeldstraße 5, 52222 Stolberg (Rheinl.)",Nordrhein,4055141.0008092574,3080306.6298800833,30000,13.56630181592519,1,4040141.0008092574,4070141.0008092574,3065306.6298800833,3095306.6298800833
K000000485,Krankenhaus Düren gem. GmbH,6.499,50.8087,Roonstr. 30,52351,Düren,Nordrhein-Westfalen,"Krankenhaus Düren gem. GmbH, Roonstraße 30, 52351 Düren",Nordrhein,4074329.4618826075,3083362.788731225,30000,12.000436723154882,1,4059329.4618826075,4089329.4618826075,3068362.788731225,3098362.788731225
K000000486,St. Marien-Hospital gGmbH,6.4666,50.8219,Hospitalstr. 44,52353,Düren-Birkesdorf,Nordrhein-Westfalen,"St. Marien-Hospital gGmbH, Hospitalstr. 44, 52353 Düren-Birkesdorf",Nordrhein,4072119.09626185,3084939.4625294935,30000,14.217990466758675,1,4057119.09626185,4087119.09626185,3069939.4625294935,3099939.4625294935
K000000487,St. Augustinus Krankenhaus gGmbH,6.4875,50.7706,Renkerstr. 45,52355,Düren,Nordrhein-Westfalen,"St. Augustinus Krankenhaus gGmbH, Renkerstraße 45, 52355 Düren",Nordrhein,4073317.9481307874,3079167.416881242,30000,13.015159269602487,1,4058317.9481307874,4088317.9481307874,3064167.416881242,3094167.416881242
K000000488,LVR-Klinik Düren,6.482,50.817,Meckerstr. 15,52353,Düren,Nordrhein-Westfalen,"LVR-Klinik Düren, Meckerstraße 15, 52353 Düren",Nordrhein,4073176.8306021895,3084342.642413967,30000,13.156724461088524,1,4058176.8306021895,4088176.8306021895,3069342.642413967,3099342.642413967
K000000489,St. Josef-Krankenhaus,6.2686,50.9767,Rurdorfer Str. 49,52441,Linnich,Nordrhein-Westfalen,"St. Josef-Krankenhaus, Rurdorfer Straße 49, 52441 Linnich",Nordrhein,4059058.9502306073,3102833.5341933975,30000,0.0,0,4044058.9502306073,4074058.9502306073,3087833.5341933975,3117833.5341933975
K000000490,St. Hubertus-Stift GmbH,6.5791,50.998,Klosterstr. 21a,50181,Bedburg,Nordrhein-Westfalen,"St. Hubertus-Stift GmbH, Klosterstraße 21a, 50181 Bedburg",Nordrhein,4080946.813413974,3104135.0849158177,30000,0.0,0,4065946.813413974,4095946.813413974,3089135.0849158177,3119135.0849158177
K000000491,Maria-Hilf-Krankenhaus,6.6381,50.9525,Klosterstr. 2,50126,Bergheim,Nordrhein-Westfalen,"Maria-Hilf-Krankenhaus, Klosterstraße 2, 50126 Bergheim",Nordrhein,4084852.2778272787,3098885.890342835,30000,1.4366267292844477,1,4069852.2778272787,4099852.2778272787,3083885.890342835,3113885.890342835
K000000492,Marienhospital Brühl,6.9016,50.8274,Mühlenstr. 21-25,50321,Brühl,Nordrhein-Westfalen,"Marienhospital Brühl, Mühlenstrasse 21-25, 50321 Brühl",Nordrhein,4102762.1759113395,3084162.395412665,30000,8.900966003627003,1,4087762.1759113395,4117762.1759113395,3069162.395412665,3099162.395412665
K000000493,Johanniter-Tagesklinik Siegburg gGmbH - Klinik für Psychiatrie und Psychotherapie,7.2187,50.7885,Mühlengrabenstr. 2,53721,Siegburg,Nordrhein-Westfalen,"Johanniter-Tagesklinik Siegburg gGmbH - Klinik für Psychiatrie und Psychotherapie, Mühlengrabenstraße 2, 53721 Siegburg",Nordrhein,4124920.8780398527,3078940.4253900736,30000,38.87943103914967,3,4109920.8780398527,4139920.8780398527,3063940.4253900736,3093940.4253900736
K000000494,Marien-Hospital Erftstadt-Frauenthal,6.8092,50.8084,Münchweg 3,50374,Erftstadt,Nordrhein-Westfalen,"Marien-Hospital Erftstadt-Frauenthal, Münchweg 3, 50374 Erftstadt",Nordrhein,4096167.081164089,3082330.1513679978,30000,0.0,0,4081167.081164089,4111167.081164089,3067330.1513679978,3097330.1513679978
K000000495,St.-Katharinen-Hospital GmbH,6.812,50.9228,Kapellenstr. 1-5,50226,Frechen,Nordrhein-Westfalen,"St.-Katharinen-Hospital GmbH, Kapellenstr. 1-5, 50226 Frechen",Nordrhein,4096915.1254032683,3095037.6328562205,30000,10.691299087030965,3,4081915.1254032683,4111915.1254032683,3080037.6328562205,3110037.6328562205
K000000496,Sana-Krankenhaus Hürth,6.8867,50.884,Krankenhausstr. 42,50354,Hürth,Nordrhein-Westfalen,"Sana-Krankenhaus Hürth, Krankenhausstr. 42, 50354 Hürth",Nordrhein,4101979.558116067,3090498.502059827,30000,14.657268793976254,2,4086979.558116067,4116979.558116067,3075498.502059827,3105498.502059827
K000000497,Dreifaltigkeits-Krankenhaus Wesseling,6.9862,50.822,Bonner Str. 84,50389,Wesseling,Nordrhein-Westfalen,"Dreifaltigkeits-Krankenhaus Wesseling, Bonner Straße 84, 50389 Wesseling",Nordrhein,4108692.519670431,3083313.260819877,30000,15.962623314971367,1,4093692.519670431,4123692.519670431,3068313.260819877,3098313.260819877
K000000498,Marien-Hospital,6.7912,50.6425,Gottfried-Disse-Str. 40,53879,Euskirchen,Nordrhein-Westfalen,"Marien-Hospital, Gottfried-Disse-Straße 40, 53879 Euskirchen",Nordrhein,4094096.7836291734,3063945.850830706,30000,0.0,0,4079096.7836291734,4109096.7836291734,3048945.850830706,3078945.850830706
K000000499,Krankenhaus Mechernich,6.6504,50.5932,St. Elisabethstr. 2-6,53894,Mechernich,Nordrhein-Westfalen,"Krankenhaus Mechernich, St. Elisabethstr. 2-6, 53894 Mechernich",Nordrhein,4083899.4854425695,3058912.564925488,30000,0.0,0,4068899.4854425695,4098899.4854425695,3043912.564925488,3073912.564925488
K000000500,Krankenhaus Schleiden,6.4869,50.5331,Am Hähnchen 36,53937,Schleiden,Nordrhein-Westfalen,"Krankenhaus Schleiden, Am Hähnchen 36, 53937 Schleiden",Nordrhein,4072018.2949362136,3052776.019119582,30000,0.0,0,4057018.2949362136,4087018.2949362136,3037776.019119582,3067776.019119582
K000000501,Fachklinik für Psychiatrie und Psychotherapie der MARIENBORN gGmbH,6.6446,50.6839,Luxemburger Str. 1,53909,Zülpich,Nordrhein-Westfalen,"Fachklinik für Psychiatrie und Psychotherapie der MARIENBORN gGmbH, Luxemburger Straße 1, 53909 Zülpich",Nordrhein,4083947.8425202253,3069011.6873284015,30000,0.0,0,4068947.8425202253,4098947.8425202253,3054011.6873284015,3084011.6873284015
K000000502,Hermann-Josef-Krankenhaus,6.313,51.0751,Tenholter Str. 43,41812,Erkelenz,Nordrhein-Westfalen,"Hermann-Josef-Krankenhaus, Tenholter Str. 43, 41812 Erkelenz",Nordrhein,4062721.63426817,3113610.512000336,30000,0.0,0,4047721.63426817,4077721.63426817,3098610.512000336,3128610.512000336
K000000503,ViaNobis - Die Fachklinik am Standort Gangelt,5.9948,50.9929,Katharina-Kasper-Str. 6,52538,Gangelt,Nordrhein-Westfalen,"ViaNobis - Die Fachklinik am Standort Gangelt, Katharina-Kasper-Str. 6, 52538 Gangelt",Nordrhein,4039957.955908256,3105650.0333727105,30000,0.0,0,4024957.955908256,4054957.955908256,3090650.0333727105,3120650.0333727105
K000000504,St. Elisabeth-Krankenhaus Geilenkirchen gemeinnützige Gesellschaft mbH,6.1234,50.965,Martin-Heyden-Str. 32,52511,Geilenkirchen,Nordrhein-Westfalen,"St. Elisabeth-Krankenhaus Geilenkirchen gemeinnützige Gesellschaft mbH, Martin-Heyden-Straße 32, 52511 Geilenkirchen",Nordrhein,4048808.2615174456,3102063.639602954,30000,0.0,0,4033808.2615174456,4063808.2615174456,3087063.639602954,3117063.639602954
K000000505,Städtisches Krankenhaus Heinsberg GmbH,6.0953,51.0646,Auf dem Brand 1,52525,Heinsberg,Nordrhein-Westfalen,"Städtisches Krankenhaus Heinsberg GmbH, Auf dem Brand 1, 52525 Heinsberg",Nordrhein,4047425.718483858,3113235.5446243114,30000,0.0,0,4032425.718483858,4062425.718483858,3098235.5446243114,3128235.5446243114
K000000507,Katholische Kliniken Oberberg gGmbH,7.3789,50.9857,Wohlandstr. 30,51766,Engelskirchen,Nordrhein-Westfalen,"Katholische Kliniken Oberberg gGmbH, Wohlandstraße 30, 51766 Engelskirchen",Nordrhein,4136990.078663135,3100449.014849344,30000,6.233088430772672,1,4121990.078663135,4151990.078663135,3085449.014849344,3115449.014849344
K000000509,Kreiskrankenhaus Gummersbach,7.5673,51.0155,Wilhelm-Breckow-Allee 20,51643,Gummersbach,Nordrhein-Westfalen,"Kreiskrankenhaus Gummersbach, Wilhelm-Breckow-Allee 20, 51643 Gummersbach",Nordrhein,4150320.210339102,3103305.6732264683,30000,0.0,0,4135320.210339102,4165320.210339102,3088305.6732264683,3118305.6732264683
K000000510,Zentrum für Seelische Gesundheit Marienheide -Klinik Marienheide-,7.5231,51.0759,Leppestr. 65-67,51709,Marienheide,Nordrhein-Westfalen,"Zentrum für Seelische Gesundheit Marienheide -Klinik Marienheide-, Leppestraße 65-67, 51709 Marienheide",Nordrhein,4147446.8963877587,3110125.874811102,30000,0.0,0,4132446.8963877587,4162446.8963877587,3095125.874811102,3125125.874811102
K000000511,Sana Krankenhaus Radevormwald,7.3509,51.1984,Siepenstr. 33,42477,Radevormwald,Nordrhein-Westfalen,"Sana Krankenhaus Radevormwald, Siepenstraße 33, 42477 Radevormwald",Nordrhein,4135878.5921082334,3124169.3781605596,30000,11.687066420725468,1,4120878.5921082334,4150878.5921082334,3109169.3781605596,3139169.3781605596
K000000512,Blaues Kreuz Diakoniewerk mGmbH - Fachklinik Curt-von-Knobelsdorff-Haus,7.348,51.2047,Hermannstr. 17,42477,Radevormwald,Nordrhein-Westfalen,"Blaues Kreuz Diakoniewerk mGmbH - Fachklinik Curt-von-Knobelsdorff-Haus, Hermannstraße 17, 42477 Radevormwald",Nordrhein,4135701.3688671673,3124877.222699226,30000,12.731614645662392,1,4120701.3688671673,4150701.3688671673,3109877.222699226,3139877.222699226
K000000513,Kreiskrankenhaus Waldbröl,7.6301,50.8794,Dr. -Goldenbogen-Str. 10,51545,Waldbröl,Nordrhein-Westfalen,"Kreiskrankenhaus Waldbröl, Dr. -Goldenbogen-Straße 10, 51545 Waldbröl",Nordrhein,4154236.8215964837,3088027.226211146,30000,0.0,0,4139236.8215964837,4169236.8215964837,3073027.226211146,3103027.226211146
K000000514,Helios Klinik Wipperfürth,7.3854,51.1129,Alte Kölner Str. 9,51688,Wipperfürth,Nordrhein-Westfalen,"Helios Klinik Wipperfürth, Alte Kölner Straße 9, 51688 Wipperfürth",Nordrhein,4137949.5516950195,3114575.7847513063,30000,8.740280584751192,1,4122949.5516950195,4152949.5516950195,3099575.7847513063,3129575.7847513063
K000000515,Marien-Krankenhaus,7.1307,50.9937,Dr. Robert-Koch-Str. 18,51465,Bergisch Gladbach,Nordrhein-Westfalen,"Marien-Krankenhaus, Dr. Robert-Koch-Str. 18, 51465 Bergisch Gladbach",Nordrhein,4119610.199855964,3101992.382206332,30000,54.03105410827882,4,4104610.199855964,4134610.199855964,3086992.382206332,3116992.382206332
K000000516,Vinzenz Pallotti Hospital,7.175,50.9619,Vinzenz-Pallotti-Str. 20,51429,Bergisch-Gladbach-Bensberg,Nordrhein-Westfalen,"Vinzenz Pallotti Hospital, Vinzenz-Pallotti-Straße 20, 51429 Bergisch-Gladbach-Bensberg",Nordrhein,4122581.8563398845,3098335.9373530387,30000,48.82742849711943,4,4107581.8563398845,4137581.8563398845,3083335.9373530387,3113335.9373530387
K000000517,Evangelisches Krankenhaus Bergisch Gladbach gGmbH,7.1367,50.9902,Ferrenbergstr. 24,51465,Bergisch Gladbach,Nordrhein-Westfalen,"Evangelisches Krankenhaus Bergisch Gladbach gGmbH, Ferrenbergstrasse 24, 51465 Bergisch Gladbach",Nordrhein,4120015.919513687,3101586.7668349314,30000,53.44257630814584,4,4105015.919513687,4135015.919513687,3086586.7668349314,3116586.7668349314
K000000518,Krankenhaus Wermelskirchen GmbH,7.2217,51.1348,Königstr. 100,42929,Wermelskirchen,Nordrhein-Westfalen,"Krankenhaus Wermelskirchen GmbH, Königstraße 100, 42929 Wermelskirchen",Nordrhein,4126587.1123396438,3117433.3625867506,30000,23.832576545826836,2,4111587.1123396438,4141587.1123396438,3102433.3625867506,3132433.3625867506
K000000519,GFO Kliniken Bonn - Betriebsstätte CURA Krankenhaus Bad Honnef,7.2259,50.6473,Schülgenstr. 15,53604,Bad Honnef,Nordrhein-Westfalen,"GFO Kliniken Bonn - Betriebsstätte CURA Krankenhaus Bad Honnef, Schülgenstr. 15, 53604 Bad Honnef",Nordrhein,4124837.4212179305,3063223.660086289,30000,27.882482994965468,2,4109837.4212179305,4139837.4212179305,3048223.660086289,3078223.660086289
K000000520,Rhein-Klinik,7.2222,50.6448,Luisenstr. 3,53604,Bad Honnef,Nordrhein-Westfalen,"Rhein-Klinik, Luisenstr. 3, 53604 Bad Honnef",Nordrhein,4124565.4651185605,3062955.6534222756,30000,27.30837424158205,2,4109565.4651185605,4139565.4651185605,3047955.6534222756,3077955.6534222756
K000000522,St. Franziskus Krankenhaus GmbH,7.4514,50.7679,Hospitalstr. 7,53783,Eitorf,Nordrhein-Westfalen,"St. Franziskus Krankenhaus GmbH, Hospitalstraße 7, 53783 Eitorf",Nordrhein,4141238.7859453904,3076052.698092397,30000,15.94186385199182,2,4126238.7859453904,4156238.7859453904,3061052.698092397,3091052.698092397
K000000523,"GFO Kliniken Troisdorf, Betriebsstätte St. Josef Troisdorf",7.1595,50.8176,Hospitalstr. 45,53840,Troisdorf,Nordrhein-Westfalen,"GFO Kliniken Troisdorf, Betriebsstätte St. Josef Troisdorf, Hospitalstraße 45, 53840 Troisdorf",Nordrhein,4120874.501479711,3082335.7897063354,30000,38.24284315218552,3,4105874.501479711,4135874.501479711,3067335.7897063354,3097335.7897063354
K000000524,GFO Kliniken Troisdorf,7.1173,50.7974,Wilhelm-Busch Str. 9,53844,Troisdorf,Nordrhein-Westfalen,"GFO Kliniken Troisdorf, Wilhelm-Busch Str. 9, 53844 Troisdorf",Nordrhein,4117815.1828852375,3080206.4295468,30000,39.189287762815304,3,4102815.1828852375,4132815.1828852375,3065206.4295468,3095206.4295468
K000000525,Tagesklinik Alteburger Straße gGmbH,6.9613,50.9218,Alteburger Str. 8 - 12,50678,Köln,Nordrhein-Westfalen,"Tagesklinik Alteburger Straße gGmbH, Alteburger Straße 8 - 12, 50678 Köln",Nordrhein,4107397.7131033293,3094479.8408798096,30000,29.91333971826688,3,4092397.7131033293,4122397.7131033293,3079479.8408798096,3109479.8408798096
K000000526,Psychosomatische Klinik Bergisch Gladbach,7.0994,50.9784,Schlodderdicher Weg 23 a,51469,Bergisch Gladbach,Nordrhein-Westfalen,"Psychosomatische Klinik Bergisch Gladbach, Schlodderdicher Weg 23 a, 51469 Bergisch Gladbach",Nordrhein,4117347.520530796,3100378.0957047665,30000,50.900464580969434,4,4102347.520530796,4132347.520530796,3085378.0957047665,3115378.0957047665
K000000527,Tagesklinik Pionierstraße,6.9804,50.9649,Pionierstr. 19,50735,Koeln,Nordrhein-Westfalen,"Tagesklinik Pionierstraße, Pionierstr. 19, 50735 Koeln",Nordrhein,4108936.1968916073,3099215.4815593394,30000,45.44235160010804,4,4093936.1968916073,4123936.1968916073,3084215.4815593394,3114215.4815593394
K000000528,Rhein-Maas Klinikum GmbH,6.1425,50.8152,Mauerfeldchen 25,52146,Würselen,Nordrhein-Westfalen,"Rhein-Maas Klinikum GmbH, Mauerfeldchen 25, 52146 Würselen",Nordrhein,4049274.91967709,3085347.8196723307,30000,7.687625875188391,1,4034274.91967709,4064274.91967709,3070347.8196723307,3100347.8196723307
K000000530,Augenklinik Dardenne SE,7.1585,50.6805,Friedrich-Ebert-Str. 23-25,53177,Bonn,Nordrhein-Westfalen,"Augenklinik Dardenne SE, Friedrich-Ebert-Str. 23-25, 53177 Bonn",Nordrhein,4120216.3451938867,3067097.1649043136,30000,25.658262862153837,2,4105216.3451938867,4135216.3451938867,3052097.1649043136,3082097.1649043136
K000000531,Kliniken der Stadt Köln gGmbH - Krankenhaus Merheim,7.0524,50.9384,Ostmerheimer Str. 200,51109,Köln,Nordrhein-Westfalen,"Kliniken der Stadt Köln gGmbH - Krankenhaus Merheim, Ostmerheimer Str. 200, 51109 Köln",Nordrhein,4113871.397021986,3096063.23414657,30000,46.09435241406234,4,4098871.397021986,4128871.397021986,3081063.23414657,3111063.23414657
K000000532,Kliniken der Stadt Köln gGmbH - Kinderkrankenhaus Amsterdamer Straße,6.9665,50.9625,Amsterdamer Str. 59,50735,Köln,Nordrhein-Westfalen,"Kliniken der Stadt Köln gGmbH - Kinderkrankenhaus Amsterdamer Straße, Amsterdamer Straße 59, 50735 Köln",Nordrhein,4107949.647699438,3098989.0768421968,30000,43.060213311322805,4,4092949.647699438,4122949.647699438,3083989.0768421968,3113989.0768421968
K000000533,Malteser Krankenhaus St. Hildegardis,6.9248,50.9311,Bachemer Str. 29-33,50931,Köln,Nordrhein-Westfalen,"Malteser Krankenhaus St. Hildegardis, Bachemer Straße 29-33, 50931 Köln",Nordrhein,4104876.9441349725,3095620.862853143,30000,30.32179940539239,3,4089876.9441349725,4119876.9441349725,3080620.862853143,3110620.862853143
K000000534,HELIOS Klinikum Siegburg,7.2059,50.7991,Ringstr. 49,53721,Siegburg,Nordrhein-Westfalen,"HELIOS Klinikum Siegburg, Ringstraße 49, 53721 Siegburg",Nordrhein,4124063.6993782497,3080153.2309130537,30000,39.22485493827347,3,4109063.6993782497,4139063.6993782497,3065153.2309130537,3095153.2309130537
K000000535,Asklepios Klinik Sankt Augustin GmbH,7.1815,50.7752,Arnold-Janssen-Str. 29,53757,Sankt Augustin,Nordrhein-Westfalen,"Asklepios Klinik Sankt Augustin GmbH, Arnold-Janssen-Straße 29, 53757 Sankt Augustin",Nordrhein,4122243.2218335937,3077562.1680567362,30000,37.195901926827,3,4107243.2218335937,4137243.2218335937,3062562.1680567362,3092562.1680567362
K000000536,"St. Elisabeth-Krankenhaus Jülich, katholische Nord-Kreis Kliniken GmbH",6.3641,50.9252,Kurfürstenstr. 22,52428,Jülich,Nordrhein-Westfalen,"St. Elisabeth-Krankenhaus Jülich, katholische Nord-Kreis Kliniken GmbH, Kurfürstenstrasse 22, 52428 Jülich",Nordrhein,4065473.433517585,3096772.673302787,30000,14.711761051773736,1,4050473.433517585,4080473.433517585,3081772.673302787,3111772.673302787
K000000537,Sana Dreifaltigkeits-Krankenhaus Köln,6.9047,50.9368,Aachener Str. 445-449,50933,Köln,Nordrhein-Westfalen,"Sana Dreifaltigkeits-Krankenhaus Köln, Aachener Str. 445-449, 50933 Köln",Nordrhein,4103491.9683432365,3096314.0594993667,30000,30.81590522143877,3,4088491.9683432365,4118491.9683432365,3081314.0594993667,3111314.0594993667
